val,City name,City name (CDP),City name (carbonn),City name (PKU),City name (GEA),City name (UITP),City name (WB),Definition (CDP),Definition (carbonn),Definition (WB),Study year (WB),Reporting year (CDP),Scope-1 GHG emissions [tCO2 or tCO2-eq],Scope-1 source dataset,Scope-1 GHG emissions units,Year of emission,Emissions protocol,Gases included (CDP),Methodology details (CDP),Increase/Decrease from last year (CDP),Reason for increase/decrease in emissions (CDP),Scope-2 (CDP) [tCO2-eq],Total emissions (CDP) [tCO2-eq],CDP2016 data edited (CDP),Emissions Quality Flag (CDP),S1 lower bound [tCO2] (CDP),S1 upper bound [tCO2] (CDP),S1 mean (CDP) [tCO2],TOT lower bound [tCO2] (CDP),TOT upper bound [tCO2] (CDP),TOT mean (CDP) [tCO2],Scope fraction (CDP),CO2 emissions per capita (PKU) [tCO2/capita],City location (CDP) [degrees],Latitude (others) [degrees],Longitude (others) [degrees],Coordinate source (others),Country,Region,Population (CDP),Population year (CDP),Population (carbonn),Population year (carbonn),Urban population (PKU),Population (GEA),Population (UITP),Population (WB),Population year (WB),Population (others),Population year (others),Population source (others),Population 1950 (WB),Population 1990 (WB),Population 2010 (WB),Population growth rate 1950-2010 (WB) [people/60years],Population growth rate 1990-2010 (WB) [people/20years],Ancillary from GEA+,City area (CDP) [km2],City area (GEA) [km2],City area (WB) [km2],Built-up area (PKU) [km2],City area (others) [km2],City area source year (others),City area source (others),Population density (GEA) [people/km2],Population density (UITP) [people/km2],Population density (WB) [people/km2],Population/sqrt(area) (GEA) [people/km],Population/sqrt(area) (WB) [people/km],Average altitude [m],Average annual temperature (CDP) [degrees Celsius],Weather station ID (GEA+),CDD 23C (GEA+) [degrees C × days],HDD 15.5C (GEA+) [degrees C × days],HDD 15.5C (clim) [degrees C × days],CDD 23C (clim) [degrees C × days],GDP (CDP) [multiple units],GDP unit (CDP),GDP year (CDP),GDP source (CDP),GDP (carbonn) [multiple units],nGDP (carbonn) [multiple units],GDP unit (carbonn),GDP year (carbonn),GDP (PKU) [10000 RMB],Income per capita (PKU) [RMB/capita],GDP-PPP (others) [$BN],GDP-PPP/capita (others) [USD/capita],GDP-PPP source (others),GDP-PPP year (others),nGDP (others) [$BN],nGDP/capita (others) [USD/capita],nGDP source (others),nGDP year (others),GDP-PPP/capita (GEA) [USD/year],GDP-PPP/capita (UITP) [USD/year],GDP-PPP/capita (WB) [USD/year],Total final consumption per capita (GEA) [GJ/capita/yr],Energy per capita CO2 (WB) [tCO2-eq/capita/yr],Diesel price (GEA+) [USD/liter],Gasoline price (GEA+) [USD/liter],Center of commerce index (GEA+) [dimensionless],Household size (GEA+) [people/household],Household size year (GEA+),Household source (GEA+),Household size comment (GEA+),Urbanization ratio (GEA+) [percent],Water bounded (GEA+),Other bounded (GEA+),Mean one-way travel time (others) [minutes],Mean one-way travel time year (others),Mean one-way travel time source (others),Diesel price 2014 (others) [USD/liter],Gasoline price 2014 (others) [USD/liter],Household size (others) [people/household],Household size year (others),Household size source (others),Household size comment (others),Congestion rank (INRIX) [dimensionless],Peak hours spent in congestion (INRIX) [hours],INRIX congestion index (INRIX) [dimensionless],Average congestion rate (INRIX) [percent],Congestion rank (TomTom) [dimensionless],Congestion level (TomTom) [× 100 percent],Congestion change (TomTom) [× 100 percent],Morning peak (TomTom) [percent],Evening peak (TomTom) [percent],Economy (IESE) [dimensionless],Environment (IESE) [dimensionless],Governance (IESE) [dimensionless],Human capital (IESE) [dimensionless],International impact (IESE) [dimensionless],Mobility and transportation (IESE) [dimensionless],Public management (IESE) [dimensionless],Social cohesion (IESE) [dimensionless],Technology (IESE) [dimensionless],Urban planning (IESE) [dimensionless],CIMI (IESE) [dimensionless],CIMI ranking (IESE) [dimensionless],CIMI performance (IESE) [dimensionless],Urban area name (UEX),Low BUA - 1990 (UEX) [km2],Low BUA - 2000 (UEX) [km2],Low BUA - 2014 (UEX) [km2],High BUA - 1990 (UEX) [km2],High BUA - 2000 (UEX) [km2],High BUA - 2014 (UEX) [km2],Low BUA % - 1990 (UEX) [percent],Low BUA % - 2000 (UEX) [percent],Low BUA % - 2014 (UEX) [percent],High BUA % - 1990 (UEX) [percent],High BUA % - 2000 (UEX) [percent],High BUA % - 2014 (UEX) [percent],Low BUA population density - 1990 (UEX) [people/km2],High BUA population density - 1990 (UEX) [people/km2],Low BUA population density - 2000 (UEX) [people/km2],High BUA population density - 2000 (UEX) [people/km2],Low BUA population density - 2014 (UEX) [people/km2],High BUA population density - 2014 (UEX) [people/km2],Exports (others) [m3],Production (others) [m3],Natgas Export/Production ratio (others),CH4_waste/capita (others) [tCH4/capita],CH4_waste+natgas/capita (others) [tCH4/capita],Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita],Year from CIA (others),AQF (CDP/GEA),AQF (CDP/WB),AQF (CDP/OTHERS),AQF (PKU/GEA),AQF (PKU/WB),AQF (PKU/OTHERS),PQF (CDP),PQF (carbonn),PQF (WB),PQF (WB2010),PQF (OTHERS),HQF (GEA+),HQF (OTHERS)
101,Greater London,Greater London Authority,,,London,London,London ,Administrative boundary of a local government,,Greater London ,2003,2016,20620000,CDP,tCO2-eq,2013,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",CO2; CH4; N2O,"London's inventory is in line with the GPC, but in 2013 does not fully break down emissions according to GPC requirements. Stationary - Published central government datasets used for energy consumption and CO2 emissions from homes (residential buildings) and workplaces (commercial, industrial and government buildings and facilities). Mobile - The London Atmospheric Emissions Inventory (in-house model) is used to calculate distances travelled from transport of people and goods by  road, railways, water-borne navigation, aviation, and off-road surface transport. National emissions factors are applied.",Increased,"London's absolute CO2 emissions decreased slightly in 2013 on 2012 levels. As London reports its CO2 emissions as non weather-corrected, the decrease in 2013 may be partially due to a milder winter in 2013 compared to 2012, and therefore a higher number of heating degree days in 2012 compared to 2013. The use of coal in electricity generation also decreased at the national level. London's emissions fell by 11% on 1990 levels, and, significantly, despite an unprecedented increase in London's population, London's per capita emissions remain the UK's lowest at 4.8 tonnes.",19570000,40190000,,A,14838290.93624,16252789.02544,15545539.98084,34408290.93624,35822789.02544,35115539.98084,1,,"(51.504858, -0.078689)",51.507,-0.1275,https://en.wikipedia.org/wiki/London,United Kingdom,Europe,8600000,2015,,,,7556900,7007100,7364100,2003,8673713,2016,Greater London Authority [33]) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-56,8361000,7654000,8923000,1.00108482425913,1.00769968256599,1,1572,1570,1570,,1572.15,,Greater London Authority [33 authorities] https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-56,4813.31210191083,5907,4690.50955414013,190718.950875182,185853.117831376,35,11,EGLL,17,1810,1957,0,491550000000,USD     US Dollar,2014,"An indicative value for London's GDP has been estimated from 2014 per capita data ($57,157) published by Brookings (http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor)",,,,,,,,,,,,,,,53144.8775216333,22362.9,53144.8775216333,74.4859511140291,6.3,1.65,1.44,79.17,2.47,2011,http://data.london.gov.uk/datastorefiles/documents/2011-census-first-results.pdf,,79.007,0,Major River,37,2009,"TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)",1.99,1.92,2.47,2011,http://data.london.gov.uk/datastorefiles/documents/2011-census-first-results.pdf,,7,73,13.9,12.7%,25,0.4,0.02,64%,68%,4,35,23,1,2,1,34,105,23,22,98.71,2,A,Greater London Authority Urban Area,652.8125,686.875,717.875,1948.0625,1984.0625,2069.3125,0.250997260537319,0.257166257166257,0.257562507007512,0.749002739462681,0.742833742833743,0.742437492992488,437.551272025114,3206.55349774234,314.205455944599,4560.78853422205,282.439165263346,5179.85092273564,10550000000,40990000000,0.26,0.0181362582,0.0260463068,0.0240104197,,1,1,1,,,,1,,0,1,1,1,1
102,Guangzhou,,,Guangzhou,"Guangzhou, Guangdong",Guangzhou,,,,,,,21069987.84,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.98,,23.1333333333,113.266666667,wikipedia,China,East Asia,,,,,10641408,7607200,3853800,,,11547491,,"wikipedia, urban values",,,,,,1,,,,918.7,3843.43,,"(urban), from wikipedia",1708,11904,,,,,,ZGGG,1071,259,271,643,,,,,,,,,98794145,56754.92,0.00198,,[1],2014,146.1,13196.6398699,"[3], [19]",,23143.2551301531,2796.01,,93.7892164840466,,1.01,0.99,,3.65,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,,42.522,1,,,,,1.09,1.17,,,,,,,,,14,0.44,0.07,58%,85%,100,170,103,44,21,19,161,141,20,69,57.47,102,M,Guangzhou and Hong Kong Urban Area,4285,4402.3125,4754.25,3414.875,4930.9375,6262.4375,0.55650254062566,0.471680550719203,0.431549864693902,0.44349745937434,0.528319449280797,0.568450135306098,371.028556930378,6520.30604234578,814.776761005488,7919.36439477701,826.693473862191,8758.23566118808,,,,,,,,,,,,,0,,,,,,1,
103,Guaratinguetá,Estância Turística de Guaratinguetá,,,,,,Administrative boundary of a local government,,,,2016,497634,CDP,tCO2-eq,2015,2006 IPCC Guidelines for National Greenhouse Gas Inventories,CO2; CH4; N2O,,This is our first year of calculation,,50562,548195.98,,A,,,,,,,1.0000000364833,,"(-22.808027, -45.19422)",-22.817,-45.227778,https://en.wikipedia.org/wiki/Guaratinguet%C3%A1,Brazil,Latin America & Caribbean,,2015,,,,,,,,119073,2015,https://en.wikipedia.org/wiki/Guaratinguet%C3%A1,,,,,,,751,,,,752.64,2015,https://en.wikipedia.org/wiki/Guaratinguet%C3%A1,,,,,,540,24,,,,0,4,825170000,BRL     Brazilian Real,2012,Seade,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,1.02,1.27,3.26293771757891,2010,"http://cod.ibge.gov.br/2DCSO    (population est 2016 119,753) 2010 census",,,,,,,,,,,,,,,,,,,,,,,,Estância Turística de Guaratinguetá Urban Area,22.4375,21.75,22.375,27.875,29.75,32.375,0.445962732919255,0.422330097087379,0.408675799086758,0.554037267080745,0.577669902912621,0.591324200913242,1269.58405675246,4002.59523317455,427.129401994569,3794.19010526192,320.700063081177,3878.58307169027,11700000000,17030000000,0.69,0.0151203426,0.0204194776,0.0167788505,,,,1,,,,1,,,,1,,1
104,Guiyang,,,Guiyang,Guiyang,,,,,,,,1059495.97501,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.361320940841,,26.65,106.633333333,wikipedia,China,East Asia,,,,,2932285,3545200,,,,3483100,,"wikipedia, urban values",,,,,,1,,8034,,202.8,2403.4,,"(urban), from wikipedia",441.274583022156,,,39552.5808479061,,,,ZUGY,151,1404,1353,46,,,,,,,,,8258351,31050.91,,,,2008,13,4280.54000659,[19],,4929.24253419289,,,97.9011647615908,,1.01,0.99,,3.66,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Guizhou""",42.522,1,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiyang Urban Area,154.1875,188.625,269.4375,114.375,133.375,203.375,0.574121480102397,0.585791925465838,0.56986120290813,0.425878519897603,0.414208074534161,0.43013879709187,3158.89976242525,18580.9603181421,3239.78408746887,15691.3826598835,2095.50588190746,13429.4046059335,,,,,,,,,,,0,,0,,,,,,1,
105,Gwalior,,Gwalior Municipal Corporation,,,,,,Municipality,,,,1195239,carbonn,tCO2-eq,2013,Community - GPC,,,,,,,,,,,,,,,,,,26.21829,78.182831,carbonn,India,South Asia,,,1069276,,,,,,,1069276,2011,Wikipedia,,,,,,,,,,,289,2011,Wikipedia,,,,,,,,,,,60,1483,,,,,8470000000,161957904.755634,INR,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwalior Urban Area,32.5,36.75,45.0625,59.5625,64.875,71.6875,0.353021045485404,0.361623616236162,0.385974304068523,0.646978954514596,0.638376383763838,0.614025695931477,3633.02396175488,14578.0713300528,1875.98128068488,17762.5575955488,2068.75896055325,21406.5645297515,,,,,,,,,,,,,,,,,,1,,
106,Gävle,,Gävle Municipality,,Gävle,,,,Municipality,,,,363052,carbonn,tCO2-eq,2011,Community,,,,,,,,,,,,,,,,,,60.6749,17.1413,carbonn,Sweden,Europe,,,98524,2015,,92205,,,,75451,2016,Wikipedia,,,,,,1,,,,,42.45,2016,Wikipedia,1471.35149476379,,,,,,,ESSA,22,3364,3457,0,,,,,,6124123114.82815,,,,,,,,,,,,,27784.4786715867,,,388.426002928258,,1.52,1.38,,3.2,2011,http://www.ssd.scb.se/databaser/makro/start.asp?lang=2,Calculation: population/households (2724230/849349),84.319,1,,,,,1.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,Gävle Urban Area,22.75,24.6875,24.375,26.3125,27.375,29.875,0.463694267515924,0.474189675870348,0.449308755760369,0.536305732484076,0.525810324129652,0.550691244239631,371.266557135993,2289.01121206294,341.772204629379,2430.43857382857,339.625416576595,2426.56775515249,,,,,,,,,,,,,,,1,,,0,1,
107,Haerbin,,,Haerbin,Haerbin,,,,,,,,10142882.88,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.56,,45.75,126.633333333,wikipedia,China,East Asia,,,,,6501848,9804000,,,,5282083,,"wikipedia, urban values",,,,,,1,,53000,,349.6,4640.4,,"(urban), from wikipedia",184.981132075472,,,42585.8546804913,,,,ZYHB,158,4815,4651,76,,,,,,,,,25819543,35025.27,0.00156,,[1],2014,38.8,6599.76186426,"[3], [19]",,6191.21320201765,,,55.735252890145,,1.01,0.99,,3.22,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Heilongjiang""",42.522,0,River,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Haerbin Urban Area,244.875,286.25,300.6875,416.0625,488,617.6875,0.370496453900709,0.369712625121085,0.327412549339867,0.629503546099291,0.630287374878915,0.672587450660133,180.082985582671,2732.09074588401,643.536063789792,7858.69671757646,622.467378035725,7336.14825936205,,,,,,,,,,,0,,0,,,,,,1,
108,Haikou,,,Haikou,Haikou,,,,,,,,880097.8,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.58,,20.0427777778,110.341666667,wikipedia,China,East Asia,,,,,1517410,1766800,,,,2046189,2010,"(pref.-level city), from wikipedia",,,,,,1,,2237,,139.9,2237,,"(city), from wikipedia",789.807778274475,,,37355.4866472831,,,,ZJHK,998,51,33,929,,,,,,,,,5951444,34191.99,,,,2008,9,4398.82697947,[19],,5744.10069610084,,,31.0668267492446,,1.01,0.99,,4.23,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Hainan""",42.522,1,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Haikou Urban Area,97.6875,105.3125,113.5,74.875,107.6875,150.8125,0.566099239406012,0.494424882629108,0.429415937573895,0.433900760593988,0.505575117370892,0.570584062426105,3691.95035418145,18161.7656369532,1559.37463893897,8946.00074212799,1281.28457629738,10596.7495200912,,,,,,,,,,,0,,0,,,,,1,1,
109,Hamburg,Free and Hanseatic City of Hamburg,,,Hamburg,Hamburg,,Administrative boundary of a local government,,,,2016,,CDP,tCO2,2013,Other,CO2,"The emissions figures in fields C1.4 and C1.6 solely state Hamburg’s CO2 emissions (sum of Scope 1 and Scope 2 emissions) – they do not include any CH4, N2O etc. emissions. This is due to the statistical principles used in Germany for the ""Energiebilanzen der Bundesländer"" (energy balances of the German federal states) and the ""CO2-Bilanzen der Bundesländer"" (CO2 balances of the German federal states), which are based on the energy consumption within the respective statistical area. Nevertheless, these figures do reflect Hamburg’s CO2e emissions quite accurately, because CH4, N2O etc. emissions only cause less than 4% of Hamburg’s overall CO2e emissions.",Decreased,"The most important factor responsible for the lower emissions is – despite a generally strong economic growth – a strong decline in the consumption of natural gas and petroleum products in the industry sector. However, a few industrial large-scale consumers in the field of petroleum and metal industry, whose production usually fluctuates, are responsible for a significant percentage of the consumption.",,17755,,D,,,,,,,,,"(53.5510846, 9.9936818)",53.565,10.001389,https://en.wikipedia.org/wiki/Hamburg,Germany,Europe,1762791,2014,,,,1769117,1707901,,,1787408,2015,https://en.wikipedia.org/wiki/Hamburg#cite_note-1,,,,,,1,755,755,,,755,,https://en.wikipedia.org/wiki/Hamburg,2343.20132450331,3840,,64384.7598240556,,6,8.8,EDDH,32,2416,2327,12,102500000000,EUR     Euro,2014,Statistikamt Nord,,,,,,,161.437,49757,[1],2014,165,51546.3917525773,[19],,33348.455132816,37305.72,,104.792956033999,,1.56,1.56,51.53,1.86,2004,http://www.urbanaudit.org,,73.355,0,Major River,29.5,2012,,1.58,1.8,1.8,2012,eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en],,74,41,7.6,13.9%,61,0.33,0.03,48%,53%,47,47,27,36,79,24,70,18,85,23,74.2,34,RA,Free and Hanseatic City of Hamburg Urban Area,284.8125,292.75,312,585.1875,606,623.0625,0.327370689655172,0.325730180806676,0.333667535592541,0.672629310344828,0.674269819193324,0.666332464407459,314.691332053535,3850.02816184005,342.509401470648,3588.58170282093,344.801857384913,3594.34654448444,8810000000,22220000000,0.4,0.0079727498,0.0111077293,0.0098647424,2004,1,,1,,,,1,,,,1,1,1
110,"Hamilton, ON",City of Hamilton,,,,,,A metropolitan area,,,,2016,6304593,CDP,tCO2-eq,2012,International Emissions Analysis Protocol (ICLEI),CO2; CH4,"Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill, Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI) Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities",Decreased,"In 2012 community emissions were estimated at 16,469,283 tonnes, a reduction of - 29% from 2006 emissions levels (estimated at 23,206,135 tonnes). These changes occurred due to the capturing of energy from methane emissions from the Glanbrook landfill, reduced energy demand and shifting of energy from coal as part of the Province’s actions towards the phasing out of coal in Ontario’s energy mixture sources by 2014, a reduction in steel manufacturing, and changing commuting habits and locations of employment. Translated into per capita emissions, the Hamilton community has decreased its emissions by 26% from an estimated 46 tonnes CO2e/person in 2006 to an estimated 34 tonnes CO2e/person in 2011 while population has increased 3%.",10164690,16469283,,A,5234631.06734723,5622371.95398404,5428501.51066563,15399321.0673472,15787061.953984,15593191.5106656,1,,"(43.250021, -79.866091)",43.25,-79.866667,"https://en.wikipedia.org/wiki/Hamilton,_Ontario",Canada,North America,519949,2011,,,,,,,,536917,2001,"https://en.wikipedia.org/wiki/Hamilton,_Ontario#cite_note-6",,,,,,,1117,,,,1138.11,2001,"https://en.wikipedia.org/wiki/Hamilton,_Ontario#cite_note-C2001CAHAM-5",,,,,,75,8.2,,,,1834,18,22228328,CAD     Canadian Dollar,2014,The Conference Board of Canada – Metropolitan Outlook 1: Winter 2015,,,,,,,,,,2008,32,43243.2432432432,[19],,,,,,,,,,,,,,,,,26.9,2011,"2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf",1.16,1.17,3,2011,Average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=3525005&Data=Count&SearchText=hamilton&SearchType=Begins&SearchPR=35&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2],,465,16,3.4,7.5%,- ,0.18,0.02,29%,40%,,,,,,,,,,,,,,see: Toronto Urban Area,,,,,,,,,,,,,,,,,,,77960000000,151500000000,0.51,0.046860437,0.1017275144,0.0734936045,,,,1,,,,1,,,,0,,1
111,Handan,,,Handan,,,,,,,,,3005643.73272,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.754109514077,,36.6,114.483333333,wikipedia,China,East Asia,,,,,3985686,,,,,941427,,"wikipedia, urban values",,,,,,,,,,148.1,142,,"(urban), from wikipedia",,,,,,,,,,,1940,378,,,,,,,,,5444810,36975.23,,,,2008,9,6642.06642066,[19],,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Handan Urban Area,114.5625,138.4375,154.875,204.125,243.0625,312.5625,0.359482251421847,0.362876802096986,0.331327717609306,0.640517748578153,0.637123197903014,0.668672282390694,843.047517384609,8124.31990540345,569.434422852377,5476.85267269167,415.324690917909,4839.03260859669,,,,,,,,,,,,,1,,,,,,,
112,Hangzhou,,,Hangzhou,Hangzhou,,,,,,,,20319589.9607,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,3.188562052,,30.25,120.166666667,wikipedia,China,East Asia,,,,,6372650,6663100,,,,7970000,,"wikipedia, urban values",,,,,,1,,,,672.4,8000,,"(urban), from wikipedia",1214,,,,,,,ZSHC,651,1146,1283,423,,,,,,,,,47407788,49936.46,0.003188562052,,[1],2014,70.5,11294.4569048,"[3], [19]",,14971.2861193431,,,72.6978435247234,,1.01,0.99,,2.93,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Zhejiang""",42.522,0,"Mountains, Large River",,,,1.09,1.17,,,,,,,,,16,0.43,0.05,61%,64%,,,,,,,,,,,,,,Hangzhou Urban Area,1248.25,1372.3125,1264.5625,753.0625,1064.625,1766.625,0.623715686580681,0.563129953066092,0.41718385946102,0.376284313419319,0.436870046933908,0.58281614053898,1753.13053440636,11980.1554188625,642.482298247966,5787.12599367646,508.05902077453,4957.71499955405,,,,,,,,,,,,,0,,,,,,1,
113,Hat Yai,,Hat Yai City Municipality,,,,,,Municipality,,,,477723,carbonn,tCO2-eq,2013,Community - GPC,,,,,,,,,,,,,,,,,,7.01621,100.47288,carbonn,Thailand,Southeast Asia,,,159614,2016,,,,,,158218,2012,Wikipedia,,,,,,,,,,,21,2012,Wikipedia,,,,,,,,,,,0,899,,,,,144209,5179.0625430476,THB,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,Hat Yai Urban Area,54.0625,61.1875,63.125,37.5625,50,65.875,0.590040927694407,0.550309162450815,0.489341085271318,0.409959072305593,0.449690837549185,0.510658914728682,224.424248888539,1665.53194636812,687.549837004055,5371.95694122314,616.984574554809,4995.04487890718,,,,,,,,,,,,,,,1,,,1,,
114,Hayward,City of Hayward,,,,,,Administrative boundary of a local government,,,,2016,861854,CDP,tCO2-eq,2015,International Emissions Analysis Protocol (ICLEI),CO2; CH4; N2O,,Decreased,"Comparing 2010 to 2015, energy emissions (natural gas and grid-supplied electricity) have decreased by 7%.",186850,1048704,,A,703089.756141584,783065.567043914,743077.661592749,889939.756141584,969915.567043914,929927.661592749,1,,"(37.6689, -122.0808)",37.669,-122.080796,"https://en.wikipedia.org/wiki/Hayward,_California",USA,North America,158985,2015,,,,,,,,158937,2016,https://www.census.gov/quickfacts/fact/table/haywardcitycalifornia/PST045216,,,,,,,117,,,,117.3783468,2010,https://www.census.gov/quickfacts/fact/table/haywardcitycalifornia/PST045216,,,,,,32,11.8,,,,186,135,,,,,,,,,,,,,,2008,411.969,,"[20] The number is for San Francisco-Oakland-Hayward, CA",,,,,,,,,,,,,,,,,30.9,(2011-2015),,0.97,0.86,3.2,2011-2015,https://www.census.gov/quickfacts/fact/table/haywardcitycalifornia/PST045216,,,,,,,,,,,,,,,,,,,,,,,,see: San Francisco Bay Urban Area,,,,,,,,,,,,,,,,,,,42870000000,766200000000,0.06,0.0176989817,0.0367294791,0.0356646952,,,,1,,,,1,,,,1,,1
115,Hefei,,,Hefei,Hefei,,,,,,,,5131200.36,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,1.32,,31.8666666667,117.283333333,wikipedia,China,East Asia,,,,,3887273,4698500,,,,5670000,,"wikipedia, urban values",,,,,,1,,7029.48,,393.7,838.5,,"(urban), from wikipedia",668.399369512396,,,56039.9360960913,,,,ZSOF,553,1442,1467,381,,,,,,,,,19204471,40652.46,0.00132,,[1],2014,31.2,9307.87589499,"[3], [19]",,6624.22079714115,,,47.4791200087975,,1.01,0.99,,3.49,2003,http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf,"For ""Anhui""",42.522,0,Near a lake,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Hefei Urban Area,218.625,292.75,335.125,162,220.6875,454.8125,0.574384236453202,0.570176506390749,0.424242424242424,0.425615763546798,0.429823493609251,0.575757575757576,679.531846137454,6237.10052469115,1777.41261097802,14216.6650926044,920.470203920747,9284.76711136583,,,,,,,,,,,0,,0,,,,,,1,
116,Hegang,,,Hegang,,,,,,,,,306548.753366,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.378047799552,,47.35,130.3,wikipedia,China,East Asia,,,,,810873,,,,,664471,,"wikipedia, urban values",,,,,,,,,,64.7,11849,,"(urban), from wikipedia",,,,,,,,,,,4983,32,,,,,,,,,1623340,30882.52,,,,2008,,,,,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Hegang Urban Area,53.125,58,61.375,110.75,120.25,130.375,0.32418001525553,0.325385694249649,0.320078226857888,0.67581998474447,0.674614305750351,0.679921773142112,629.465220717498,9357.18885574912,780.106836652856,5283.44787191601,584.458704811669,4504.6395366153,,,,,,,,,,,,,0,,,,,,,
117,Heidelberg,Stadt Heidelberg,,,,,,Administrative boundary of a local government,,,,2016,,CDP,tCO2,2011,Other,CO2,Institut für Energie- und Umweltforschung Heidelberg GmbH,Decreased,Emissions decreased from 1987 until 2009. Emissions increased from 2009 until 2011,,879900,,D,,,,,,,,,"(49.398752, 8.672434)",49.417,8.716667,https://en.wikipedia.org/wiki/Heidelberg,Germany,Europe,144948,2014,,,,,,,,144000,2016,http://www.c40.org/cities/heidelberg,,,,,,,109,,,,109,2016,http://www.c40.org/cities/heidelberg,,,,,,114,13.2,,,,2335,13,7635000000,EUR     Euro,2011,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,26.6,2012,,1.58,1.8,1.7,2012,eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en],,,,,,,,,,,,,,,,,,,,,,,,Stadt Heidelberg Urban Area,41.4375,44.5,44.375,70.8125,75.5,84.0625,0.369153674832962,0.370833333333333,0.345498783454988,0.630846325167038,0.629166666666667,0.654501216545012,310.656636275614,2694.16789876879,348.290675583667,3299.53500234844,338.48617656403,3153.61680955851,8810000000,22220000000,0.4,0.0079727498,0.0111077293,0.0098647424,2004,,,1,,,,1,,,,0,,1
118,Heilongjiang,,,Yichun,,,,,,,,,350520.291081,PKU,tCO2,2010,Other,,,,,,,,,,,,,,,,0.363462839327,,47.7333333333,128.9,wikipedia,China,East Asia,,,,,964391,,,,,1148126,2010,"(pref.-level city), from wikipedia",,,,,,,,,,61.8,39017,,"(city), from wikipedia",,,,,,,,,,,5456,12,,,,,,,,,1358483,16261.46,,,,2008,,,,,,,,,,,,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,Heilongjiang Urban Area,14.1875,15.4375,17.375,19.6875,21.75,24.1875,0.418819188191882,0.415126050420168,0.418045112781955,0.581180811808118,0.584873949579832,0.581954887218045,282.13594657492,3630.78634707297,1460.24757609857,5610.8555629089,800.29075415545,4445.78337948575,,,,,,,,,,,,,0,,,,,1,,
